"LOCTN
TYPE","LOCATION
NAME","LCTN
PRTY","LOCATION
MONITOR","STANDARD
ACTION","ACTION
DETAILS","ACTION
STATUS",FREQ,"ACTN
PRTY","PRIMARY
AGENT","ADDITIONAL
AGENTS",YEAR,RESULT,"RESULT
DETAILS",
Aspatial,Not geographically specific,H,Alan Webster,Involve community groups and volunteers in recovery activities,Maintain close links with Friends of Delma.,Ongoing,"Every year, or more freq.",H,DSE Port Phillip Region,Friends of Delma,2004/2005,COMPLETED,04/05. Regular liaison with Friends,
Aspatial,Not geographically specific,H,Alan Webster,Involve community groups and volunteers in recovery activities,Maintain close links with Friends of Delma.,Ongoing,"Every year, or more freq.",H,DSE Port Phillip Region,Friends of Delma,2005/2006,COMPLETED,Group renamed to Friends of Iramoo (based at Cairnlea Grasslands),
Aspatial,Not geographically specific,H,Alan Webster,Involve community groups and volunteers in recovery activities,Maintain close links with Friends group.,Ongoing,"Every year, or more freq.",H,DSE Port Phillip Region,Friends of Delma,2006/2007,COMPLETED,contact maintained with small Friends group,
Aspatial,Not geographically specific,H,Alan Webster,Involve community groups and volunteers in recovery activities,Maintain close links with Friends group.,Ongoing,"Every year, or more freq.",H,DSE Port Phillip Region,Friends of Delma,2007/2008,PARTIALLY COMPLETED,Friends Group now attached to Imaroo Grassland Resource Centre and DSE continue to work with the group.,
Aspatial,Not geographically specific,H,Alan Webster,Involve community groups and volunteers in recovery activities,Maintain close links with Friends group.,Ongoing,"Every year, or more freq.",H,DSE Port Phillip Region,Friends of Delma,2008/2009,NOT DONE,No Description Recorded,
Aspatial,Not geographically specific,H,Alan Webster,Involve community groups and volunteers in recovery activities,Maintain close links with Friends group.,Ongoing,"Every year, or more freq.",H,DSE Port Phillip Region,Friends of Delma,2009/2010,NOT DONE,No Description Recorded,
Aspatial,Not geographically specific,H,Alan Webster,Involve community groups and volunteers in recovery activities,Maintain close links with Friends group.,Ongoing,"Every year, or more freq.",H,DSE Port Phillip Region,Friends of Delma,2010/2011,NOT ENTERED,No Description Recorded,
Aspatial,Not geographically specific,H,Alan Webster,Involve community groups and volunteers in recovery activities,Maintain close links with Friends group.,Ongoing,"Every year, or more freq.",H,DSE Port Phillip Region,Friends of Delma,2011/2012,NOT ENTERED,No Description Recorded,
Aspatial,Not geographically specific,H,Alan Webster,Involve community groups and volunteers in recovery activities,Maintain close links with Friends group.,Ongoing,"Every year, or more freq.",H,DSE Port Phillip Region,Friends of Delma,2012/2013,NOT ENTERED,No Description Recorded,
Aspatial,Not geographically specific,H,Alan Webster,Involve community groups and volunteers in recovery activities,Maintain close links with Friends group.,Ongoing,"Every year, or more freq.",H,DSE Port Phillip Region,Friends of Delma,2013/2014,NOT ENTERED,No Description Recorded,
Aspatial,Not geographically specific,H,Alan Webster,Involve community groups and volunteers in recovery activities,Maintain close links with Friends group.,Ongoing,"Every year, or more freq.",H,DSE Port Phillip Region,Friends of Delma,2014/2015,NOT ENTERED,No Description Recorded,
Aspatial,Not geographically specific,H,Alan Webster,Involve community groups and volunteers in recovery activities,Maintain close links with Friends group.,Ongoing,"Every year, or more freq.",H,DSE Port Phillip Region,Friends of Delma,2015/2016,NOT ENTERED,No Description Recorded,
Aspatial,Not geographically specific,H,Alan Webster,Prepare/revise Action Statement,Revise old action statement no. 17 in accordance with the revised Recovery Plan.,One-off: In progress,One-off event,H,DSE Biodiversity & Ecosystem Services,Recovery Team,2004/2005,NOT DONE,04/05. no progress,
Aspatial,Not geographically specific,H,Alan Webster,Prepare/revise Action Statement,Revise old action statement no. 17 in accordance with the revised Recovery Plan.,One-off: to do,One-off event,H,DSE Biodiversity & Ecosystem Services,Recovery Team,2006/2007,PARTIALLY COMPLETED,in draft,
Aspatial,Not geographically specific,H,Alan Webster,Prepare/revise Action Statement,Revise old action statement no. 17 in accordance with the revised Recovery Plan.,One-off: to do,One-off event,H,DSE Biodiversity & Ecosystem Services,Recovery Team,2009/2010,NOT DONE,No Description Recorded,
Aspatial,Not geographically specific,H,Alan Webster,Prepare/revise Recovery Plan,Provide input into DEH revision of 1999-2003 plan .,Completed,N/A,H,DSE Biodiversity & Ecosystem Services,Recovery Team,2005/2006,COMPLETED,No Description Recorded,
Aspatial,Not geographically specific,H,Alan Webster,Prepare/revise Recovery Plan,Complete revision of the Recovery Plan ,One-off: In progress,One-off event,H,DSE Biodiversity & Ecosystem Services,Recovery Team,2009/2010,COMPLETED,New Recovery Plan written by P. Robertson and W. Smith,
Aspatial,Not geographically specific,H,Alan Webster,Prepare/revise Recovery Plan,Publish the 2010 revision of the National Recovery Plan ,One-off: In progress,One-off event,H,DSE Biodiversity & Ecosystem Services,Recovery Team,2010/2011,NOT ENTERED,No Description Recorded,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Apply ecological burning,Undertake ecological burn to reduce the cover of Themeda triandra and control weed invasion.,Ongoing,Every three years,H,Southern Grampians Shire Council,DSE South West Region,2005/2006,COMPLETED,Fuel reduction burn to reduce the cover of Themeda triandra and mitigate weed invasion undertaken in autumn 2006. ,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Apply ecological burning,Undertake ecological burn to reduce the cover of Themeda triandra and control weed invasion.,Ongoing,Every three years,H,Southern Grampians Shire Council,DSE South West Region,2008/2009,NOT DONE,Site not burnt in 2008/09.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Apply ecological burning,Undertake ecological burn to reduce the cover of Themeda triandra and control weed invasion.,Ongoing,Every three years,H,Southern Grampians Shire Council,DSE South West Region,2009/2010,COMPLETED,Burn to reduce Themeda cover conducted in sutumn 2010.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Apply ecological burning,Undertake ecological burn to reduce the cover of Themeda triandra and control weed invasion.,Ongoing,Every three years,H,Southern Grampians Shire Council,DSE South West Region,2011/2012,COMPLETED,Summer burn has been carried out at this site in late January 2012. The burn has been patchy at this site.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Apply ecological burning,Undertake ecological burn to reduce the cover of Themeda triandra and control weed invasion.,Ongoing,Every three years,H,Southern Grampians Shire Council,DSE South West Region,2014/2015,NOT ENTERED,No Description Recorded,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2005/2006,PARTIALLY COMPLETED,Currently being undertaken in ABC.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2006/2007,NOT DONE,No Description Recorded,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,As needed,H,DSE South West Region,,2007/2008,PARTIALLY COMPLETED,Potential threats still need to be identified and entered into ABC. Widening of the existing fire break by three metres by the adjacent landholder impacted on the grassland habitat significantly. The landholder was interviewed by the local CFA and instructed not to plough the additional three metres and to allow it to regenerate. ,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,As needed,H,DSE South West Region,,2008/2009,COMPLETED,Potential threats still need to be entered into ABC. Widening of the existing fire break by three metres by the adjacent landholder impacted on the grassland habitat significantly. The landholder was interviewed by the local CFA and instructed not to plough the additional three metres and to allow it to regenerate. Unfortunately either the landholder or local CFA brigade sprayed the entire six metre break with herbicide this spring. The CFA are currently investigating.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,As needed,H,DSE South West Region,,2009/2010,COMPLETED,"Potential threats still need to be entered into ABC. Widening of the existing fire break by three metres by the adjacent landholder impacted on the grassland habitat significantly. The landholder was interviewed by the local CFA and instructed not to plough the additional three metres and to allow it to regenerate. Unfortunately either the landholder or local CFA brigade ploughed the entire six metre break this summer. The CFA have been informed and are currently investigating. Significant disturbance has also been conducted on the road reserve further to the west where over 300 m of the reserve has been graded. This is being investigated by DSE, DEWHA and Southern Grampians Shire.",
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,As needed,H,DSE South West Region,,2010/2011,COMPLETED,No new threats identified in 2010/11. Previous threats including widening of fire breaks and grading of the roadside remain the major threats.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,As needed,H,DSE South West Region,,2011/2012,COMPLETED,No new threats have been identified at this site in 2011/12.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2012/2013,COMPLETED,No new threats have been identified at this site in 2012 / 2013.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2013/2014,NOT ENTERED,No Description Recorded,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2014/2015,NOT ENTERED,No Description Recorded,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2015/2016,NOT ENTERED,No Description Recorded,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Prevent habitat loss,Prevent D. impar habitat loss by implementing appropriate management actions to alleviate any threats.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2005/2006,PARTIALLY COMPLETED,Prevent D. impar habitat loss by identifying threats and implementing appropriate management actions to alleviate these threats.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Prevent habitat loss,Prevent D. impar habitat loss by implementing appropriate management actions to alleviate any threats.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2006/2007,PARTIALLY COMPLETED,Permanent grassland signs erected.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Prevent habitat loss,Prevent D. impar habitat loss by implementing appropriate management actions to alleviate any threats.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2007/2008,COMPLETED,Permanent grassland signs erected and maintained. CFA have held talks with the adjacent landholder informing him of the values associated with the grassland.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Prevent habitat loss,Prevent D. impar habitat loss by implementing appropriate management actions to alleviate any threats.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2008/2009,COMPLETED,Permanent grassland signs maintained. CFA have held talks with the adjacent landholder informing him of the values associated with the grassland.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Prevent habitat loss,Prevent D. impar habitat loss by implementing appropriate management actions to alleviate any threats.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2009/2010,COMPLETED,Permanent grassland signs maintained. Southern Grampians Shire and DWEHA have conducted an investigation on the works conducted on the roadside and have discussed with adjacent landholder.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Prevent habitat loss,Prevent D. impar habitat loss by implementing appropriate management actions to alleviate any threats.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2010/2011,COMPLETED,Permanent grassland signs maintained. Southern Grampians Shire and SEWPAC have conducted an investigation on the works conducted on the roadside and have discussed with adjacent landholder but to date no specific action has been carried out.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Prevent habitat loss,Prevent D. impar habitat loss by implementing appropriate management actions to alleviate any threats.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2011/2012,COMPLETED,Permanent grassland signs maintained. Fuel reduction burning was carried out to manage biomass. No further actions were required in 2011/2012.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Prevent habitat loss,Prevent D. impar habitat loss by implementing appropriate management actions to alleviate any threats.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2012/2013,COMPLETED,No specific actions to prevent habitat loss were required at this site in 2012/2013.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Prevent habitat loss,Prevent D. impar habitat loss by implementing appropriate management actions to alleviate any threats.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2013/2014,NOT ENTERED,No Description Recorded,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Prevent habitat loss,Prevent D. impar habitat loss by implementing appropriate management actions to alleviate any threats.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2014/2015,NOT ENTERED,No Description Recorded,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Prevent habitat loss,Prevent D. impar habitat loss by implementing appropriate management actions to alleviate any threats.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2015/2016,NOT ENTERED,No Description Recorded,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Restore habitat,Restore habitat if required for D. impar.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2005/2006,NOT DONE,Not required in 2005/06.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Restore habitat,Restore habitat if required for D. impar.,Ongoing,"Every year, or more freq.",M,DSE South West Region,,2006/2007,NOT DONE,Not required in 06/07,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Restore habitat,Restore habitat if required for D. impar.,Ongoing,"Every year, or more freq.",M,DSE South West Region,,2007/2008,COMPLETED,Following the widening of the fire break the adjacent landholder was advised to not plough the additional three metres and allow the vegetation to naturally regenerate.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Restore habitat,Restore habitat if required for D. impar.,Ongoing,As needed,M,DSE South West Region,,2009/2010,NOT NEEDED,No action required in 2009/10.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Restore habitat,Restore habitat if required for D. impar.,Ongoing,As needed,M,DSE South West Region,,2010/2011,PARTIALLY COMPLETED,Area that was impacted by grading has been identified as a potential site for restoration through the Grassy Ground Cover Project.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Restore habitat,Restore habitat if required for D. impar.,Ongoing,As needed,M,DSE South West Region,,2011/2012,NOT NEEDED,No action has been required to restore habitat in 2011/2012.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake detailed population monitoring and collect demographic information,Undertake population monitoring at least three times per year via the roof tile grid method. Capture-mark-recapture also undertaken in conjunction with the roof tile monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2004/2005,COMPLETED,04/05. Monitoring conducted three times at the grid in 2004/05 with a single D. impar discovered.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake detailed population monitoring and collect demographic information,Undertake population monitoring at least three times per year via the roof tile grid method. Capture-mark-recapture also undertaken in conjunction with the roof tile monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2005/2006,COMPLETED,Monitoring conducted at a high frequency (16 times) in 2005/06 as part of an honours project. Ten D. impar's (including recaptures) captured and 2 sloughs found.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake detailed population monitoring and collect demographic information,Undertake population monitoring at least three times per year via the roof tile grid method. Capture-mark-recapture also undertaken in conjunction with the roof tile monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2006/2007,COMPLETED,Monitoring conducted four times at the grid in 2006/07 with no D. impar discovered.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake detailed population monitoring and collect demographic information,Undertake population monitoring at least three times per year via the roof tile grid method. Capture-mark-recapture also undertaken in conjunction with the roof tile monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2007/2008,COMPLETED,Monitoring undertaken on four occasions during 2007/08. No D. impar were detected but two fat-tailed dunnarts were recorded.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake detailed population monitoring and collect demographic information,Undertake population monitoring at least three times per year via the roof tile grid method. Capture-mark-recapture also undertaken in conjunction with the roof tile monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2008/2009,COMPLETED,Monitoring was conducted twice during spring and once during spring. A single adult D. impar was detected.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake detailed population monitoring and collect demographic information,Undertake population monitoring at least three times per year via the roof tile grid method. Capture-mark-recapture also undertaken in conjunction with the roof tile monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2009/2010,COMPLETED,Grid monitored three times this field season with two D. impar detected.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake detailed population monitoring and collect demographic information,Undertake population monitoring at least three times per year via the roof tile grid method. Capture-mark-recapture also undertaken in conjunction with the roof tile monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2010/2011,COMPLETED,Grid monitored three times this spring with a total of 8 animals detected. ,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake detailed population monitoring and collect demographic information,Undertake population monitoring at least three times per year via the roof tile grid method. Capture-mark-recapture also undertaken in conjunction with the roof tile monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2011/2012,COMPLETED,The site has been monitored once with no animals detected. The site has only been monitored once this season to allow for other sites to be monitored multiple times as part of the capture-mark-recapture program. ,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake detailed population monitoring and collect demographic information,Undertake population monitoring at least three times per year via the roof tile grid method. Capture-mark-recapture also undertaken in conjunction with the roof tile monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2012/2013,COMPLETED,The site has been monitored once with no animals detected. The site has only been monitored once this season to allow for other sites to be monitored multiple times as part of the capture-mark-recapture program. ,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake detailed population monitoring and collect demographic information,Undertake population monitoring at least three times per year via the roof tile grid method. Capture-mark-recapture also undertaken in conjunction with the roof tile monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2013/2014,NOT ENTERED,No Description Recorded,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake detailed population monitoring and collect demographic information,Undertake population monitoring at least three times per year via the roof tile grid method. Capture-mark-recapture also undertaken in conjunction with the roof tile monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2014/2015,NOT ENTERED,No Description Recorded,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake detailed population monitoring and collect demographic information,Undertake population monitoring at least three times per year via the roof tile grid method. Capture-mark-recapture also undertaken in conjunction with the roof tile monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2015/2016,NOT ENTERED,No Description Recorded,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake habitat monitoring,Undertake habitat assessment at least twice per year via photo plot monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2004/2005,COMPLETED,04/05. Habitat monitoring conducted twice at the grid in 2004/05.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake habitat monitoring,Undertake habitat assessment at least twice per year via photo plot monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2005/2006,COMPLETED,Habitat monitoring undertaken as part of an honours project.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake habitat monitoring,Undertake habitat assessment once per year via photo plot monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2006/2007,NOT DONE,Not required,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake habitat monitoring,Undertake habitat assessment once per year via photo plot monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2007/2008,NOT DONE,Habitat assessment was not done due to time constraints.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake habitat monitoring,Undertake habitat assessment once every three years via photo plot monitoring.,Ongoing,Every other year,H,DSE South West Region,,2008/2009,NOT DONE,Not done due to time constraints. Will be undertaken in spring 2009.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake habitat monitoring,Undertake habitat assessment once every three years via photo plot monitoring.,Ongoing,Every three years,H,DSE South West Region,,2009/2010,COMPLETED,Habitat assessment conducted during summer. A total of 20 1m2 photo plots were taken across the tile grid to give an overall representation of the habitat across the site.,
Biosite,Old Ararat Road (East),H,Evelyn Nicholson,Undertake habitat monitoring,Undertake habitat assessment once every three years via photo plot monitoring.,Ongoing,Every three years,H,DSE South West Region,,2012/2013,NOT DONE, ,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Apply ecological burning,Undertake ecological burn to reduce the cover of Themeda triandra and control weed invasion.,Ongoing,Every three years,H,Southern Grampians Shire Council,DSE South West Region,2005/2006,COMPLETED,Fuel reduction burn conducted in autumn.,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Apply ecological burning,Undertake ecological burn to reduce the cover of Themeda triandra and control weed invasion.,Ongoing,Every three years,H,Southern Grampians Shire Council,DSE South West Region,2008/2009,NOT DONE,Site not burnt in 2008/09.,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Apply ecological burning,Undertake ecological burn to reduce the cover of Themeda triandra and control weed invasion.,Ongoing,Every three years,H,Southern Grampians Shire Council,DSE South West Region,2009/2010,COMPLETED,Burn to reduce Themeda cover conducted in autumn 2010.,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Apply ecological burning,Undertake ecological burn to reduce the cover of Themeda triandra and control weed invasion.,Ongoing,Every three years,H,Southern Grampians Shire Council,DSE South West Region,2011/2012,COMPLETED,A burn to remove Themeda cover has been carried out at this site in late January 2012. The burn is also expected to reduce Phalaris cover,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Apply ecological burning,Undertake ecological burn to reduce the cover of Themeda triandra and control weed invasion.,Ongoing,Every three years,H,Southern Grampians Shire Council,DSE South West Region,2014/2015,NOT ENTERED,No Description Recorded,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2005/2006,PARTIALLY COMPLETED,Currently being undertaken in ABC.,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2006/2007,NOT DONE,No Description Recorded,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,As needed,H,DSE South West Region,,2007/2008,PARTIALLY COMPLETED,Potential threats still need to be identified and entered into ABC. Widening of the existing fire break by three metres by the adjacent landholder impacted on the grassland habitat significantly. The landholder was interviewed by the local CFA and instructed not to plough the additional three metres and to allow it to regenerate. ,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,As needed,H,DSE South West Region,,2008/2009,COMPLETED,Potential threats still need to be entered into ABC. Widening of the existing fire break by three metres by the adjacent landholder impacted on the grassland habitat significantly. The landholder was interviewed by the local CFA and instructed not to plough the additional three metres and to allow it to regenerate. Unfortunately either the landholder or local CFA brigade sprayed the entire six metre break with herbicide this spring. The CFA are currently investigating.,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,As needed,H,DSE South West Region,,2009/2010,COMPLETED,"Potential threats still need to be entered into ABC. Widening of the existing fire break by three metres by the adjacent landholder impacted on the grassland habitat significantly. The landholder was interviewed by the local CFA and instructed not to plough the additional three metres and to allow it to regenerate. Unfortunately either the landholder or local CFA brigade ploughed the entire six metre break this summer. The CFA have been informed and are currently investigating. Significant disturbance has also been conducted on the road reserve further to the west where over 300 m of the reserve has been graded. This is being investigated by DSE, DEWHA and Southern Grampians Shire.",
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,As needed,H,DSE South West Region,,2010/2011,COMPLETED,No new threats identified in 2010/11. Previous threats including widening of fire breaks and grading of the roadside remain the major threats.,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,As needed,H,DSE South West Region,,2011/2012,COMPLETED,No new threats have been identified at this site in 2011/2012.,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2012/2013,COMPLETED,No new threats have been identified at this site in 2012/2013.,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2013/2014,NOT ENTERED,No Description Recorded,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2014/2015,NOT ENTERED,No Description Recorded,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2015/2016,NOT ENTERED,No Description Recorded,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Prevent habitat loss,Prevent D. impar habitat loss by implementing appropriate management actions to alleviate any threats.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2005/2006,PARTIALLY COMPLETED,Prevent D. impar habitat loss by identifying threats and implementing appropriate management actions to alleviate these threats.,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Prevent habitat loss,Prevent D. impar habitat loss by implementing appropriate management actions to alleviate any threats.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2006/2007,PARTIALLY COMPLETED,Permanent grassland signs erected.,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Prevent habitat loss,Prevent D. impar habitat loss by implementing appropriate management actions to alleviate any threats.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2007/2008,COMPLETED,Permanent grassland signs erected and maintained. CFA have held talks with the adjacent landholder informing him of the values associated with the grassland.,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Prevent habitat loss,Prevent D. impar habitat loss by implementing appropriate management actions to alleviate any threats.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2008/2009,COMPLETED,Permanent grassland signs erected and maintained. CFA have held talks with the adjacent landholder informing him of the values associated with the grassland.,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Prevent habitat loss,Prevent D. impar habitat loss by implementing appropriate management actions to alleviate any threats.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2009/2010,COMPLETED,Permanent grassland signs maintained. CFA have held talks with the adjacent landholder informing him of the values associated with the grassland.,
Biosite,Old Ararat Road (West) SG_VPO2(066),H,Evelyn Nicholson,Prevent habitat loss,Prevent D. impar habitat loss by implementing appropriate management actions to alleviate any threats.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2010/2011,COMPLETED,Permanent grassland signs maintained. Southern Grampians Shire and SEWPAC have conducted an investigation on the works conducted on the roadside and have discussed with adjacent landholder but to date no specific action has been carried out.,
